proteinID domain domStart domEnd
Q8N159 IPR006855 357 526
Q8N159 IPR016181 377 487
Q8N162 IPR017452 42 290
Q8N196 IPR009057 199 263
Q8N196 IPR031701 86 196
Q8N1B3 IPR006671 28 136
Q8N1B3 IPR013763 19 244
Q8N1C3 IPR006029 270 464
Q8N1C3 IPR006202 63 272
Q8N1E6 IPR001810 3 48
Q8N1E6 IPR032675 3 191
Q8N1E6 IPR032675 198 396
Q8N1F8 IPR031782 15 104
Q8N1F8 IPR032675 176 310
Q8N1F8 IPR032675 573 604
Q8N1G0 IPR015880 1133 1163
Q8N1G0 IPR015880 705 732
Q8N1G0 IPR015880 764 787
Q8N1G0 IPR015880 792 815
Q8N1G0 IPR015880 827 854
Q8N1G0 IPR015880 858 886
Q8N1G0 IPR015880 963 986
Q8N1G0 IPR015880 993 1021
Q8N1G0 IPR015880 1200 1222
Q8N1G0 IPR015880 533 553
Q8N1G0 IPR015880 561 585
Q8N1G0 IPR015880 673 693
Q8N1G0 IPR015880 733 757
Q8N1G0 IPR015880 1023 1049
Q8N1G1 IPR012337 1059 1219
Q8N1G1 IPR031736 802 962
Q8N1G4 IPR005146 332 508
Q8N1G4 IPR032675 40 245
Q8N1I0 IPR001452 5 67
Q8N1I0 IPR010703 1093 1587
Q8N1I0 IPR011511 10 62
Q8N1I0 IPR027007 397 581
Q8N1I0 IPR027357 1190 1596
Q8N1I0 IPR032376 70 392
Q8N1K5 IPR025946 17 264
Q8N1K5 IPR025946 281 528
Q8N1L9 IPR004827 15 79
Q8N1N0 IPR016187 451 588
Q8N1N2 IPR031379 108 137
Q8N1N4 IPR032444 53 107
Q8N1N5 IPR003616 34 50
Q8N1N5 IPR003616 106 122
Q8N1N5 IPR003616 137 153
Q8N1N5 IPR003616 168 184
Q8N1N5 IPR003616 199 215
Q8N1N5 IPR003616 230 246
Q8N1N5 IPR003616 250 266
Q8N1N5 IPR003616 270 286
Q8N1N5 IPR003616 321 337
Q8N1N5 IPR003616 374 390
Q8N1P7 IPR000772 483 614
Q8N1P7 IPR011024 12 111
Q8N1P7 IPR011024 123 300
Q8N1P7 IPR011024 311 480
Q8N1Q1 IPR001148 4 261
Q8N1Q8 IPR029069 38 240
Q8N1T3 IPR027417 5 757
Q8N1T3 IPR010926 844 1029
Q8N1V2 IPR015943 15 620
Q8N1W1 IPR000219 829 1064
Q8N1W1 IPR011993 1061 1202
Q8N1W1 IPR002219 652 700
Q8N201 IPR016024 1079 1139
Q8N201 IPR016024 1224 1261
Q8N201 IPR016024 1398 1466
Q8N201 IPR016024 1651 1690
Q8N201 IPR016024 1830 1944
Q8N201 IPR016024 2085 2154
Q8N201 IPR022145 350 430
Q8N205 IPR012315 347 404
Q8N228 IPR013761 327 413
Q8N228 IPR021987 95 205
Q8N228 IPR033763 1 60
Q8N283 IPR020683 18 242
Q8N2A8 IPR001736 151 178
Q8N2A8 IPR025202 84 206
Q8N2C3 IPR011991 58 188
Q8N2C7 IPR031542 17 235
Q8N2E2 IPR000742 1165 1216
Q8N2E2 IPR000742 1294 1326
Q8N2E2 IPR000742 1455 1486
Q8N2E2 IPR000742 1551 1582
Q8N2E2 IPR000742 889 917
Q8N2E2 IPR000742 1221 1254
Q8N2E2 IPR000742 1329 1358
Q8N2E2 IPR000742 1393 1422
Q8N2E2 IPR000742 1489 1518
Q8N2E2 IPR001846 417 641
Q8N2E2 IPR000742 1358 1390
Q8N2E2 IPR000742 1422 1454
Q8N2E2 IPR000742 1518 1550
Q8N2F6 IPR006911 87 337
Q8N2F6 IPR016024 88 343
Q8N2G6 IPR001878 123 159
Q8N2G6 IPR027377 165 233
Q8N2G6 IPR033446 163 230
Q8N2H3 IPR002937 274 385
Q8N2H3 IPR023753 32 391
Q8N2H3 IPR023753 525 572
Q8N2H3 IPR023753 432 458
Q8N2I9 IPR011009 31 332
Q8N2K0 IPR022742 169 287
Q8N2K0 IPR029058 134 391
Q8N2M8 IPR019147 39 171
Q8N2N9 IPR020683 13 242
Q8N2S1 IPR000742 149 181
Q8N2S1 IPR000742 357 397
Q8N2S1 IPR000742 587 628
Q8N2S1 IPR000742 629 670
Q8N2S1 IPR000742 671 708
Q8N2S1 IPR000742 710 751
Q8N2S1 IPR000742 752 793
Q8N2S1 IPR000742 834 877
Q8N2S1 IPR000742 878 919
Q8N2S1 IPR000742 920 960
Q8N2S1 IPR000742 1049 1090
Q8N2S1 IPR000742 1253 1295
Q8N2S1 IPR000742 1296 1337
Q8N2S1 IPR000742 1533 1573
Q8N2S1 IPR000742 1574 1618
Q8N2S1 IPR000742 548 586
Q8N2S1 IPR000742 797 833
Q8N2S1 IPR000742 964 1004
Q8N2S1 IPR000742 1008 1048
Q8N2S1 IPR000742 1094 1133
Q8N2S1 IPR001881 357 397
Q8N2S1 IPR001881 587 628
Q8N2S1 IPR001881 629 670
Q8N2S1 IPR001881 671 708
Q8N2S1 IPR001881 710 751
Q8N2S1 IPR001881 752 793
Q8N2S1 IPR001881 794 833
Q8N2S1 IPR001881 834 877
Q8N2S1 IPR001881 878 919
Q8N2S1 IPR001881 920 960
Q8N2S1 IPR001881 961 1004
Q8N2S1 IPR001881 1005 1048
Q8N2S1 IPR001881 1049 1090
Q8N2S1 IPR001881 1091 1133
Q8N2S1 IPR001881 1253 1295
Q8N2S1 IPR001881 1296 1337
Q8N2S1 IPR001881 1574 1618
Q8N2S1 IPR001881 549 586
Q8N2S1 IPR001881 1533 1573
Q8N2S1 IPR009030 547 868
Q8N2S1 IPR009030 882 1134
Q8N2S1 IPR009030 1536 1619
Q8N2S1 IPR017878 286 365
Q8N2S1 IPR017878 400 469
Q8N2S1 IPR017878 1180 1242
Q8N2S1 IPR017878 1344 1407
Q8N2S1 IPR017878 1576 1586
Q8N2Y8 IPR001452 1435 1506
Q8N2Y8 IPR004012 1031 1175
Q8N2Y8 IPR011511 1452 1501
Q8N302 IPR008984 405 533
Q8N302 IPR000467 617 665
Q8N309 IPR032675 129 288
Q8N323 IPR013783 119 180
Q8N323 IPR014756 96 180
Q8N328 IPR029526 141 499
Q8N335 IPR013328 195 350
Q8N335 IPR008927 194 350
Q8N335 IPR016040 4 195
Q8N339 IPR017854 1 61
Q8N344 IPR000949 195 292
Q8N344 IPR009057 297 352
Q8N349 IPR017452 40 289
Q8N371 IPR003347 271 416
Q8N386 IPR032675 42 110
Q8N392 IPR008936 309 523
Q8N394 IPR011990 484 824
Q8N394 IPR013026 493 812
Q8N394 IPR013618 248 320
Q8N398 IPR002035 364 527
Q8N398 IPR013694 1 138
Q8N3A8 IPR012317 617 844
Q8N3C0 IPR000008 2067 2183
Q8N3C0 IPR001650 696 914
Q8N3C0 IPR001650 1544 1739
Q8N3C0 IPR027417 421 896
Q8N3C0 IPR027417 1218 1722
Q8N3C0 IPR004179 978 1287
Q8N3C0 IPR004179 1812 2177
Q8N3C0 IPR014001 473 685
Q8N3C0 IPR014001 1323 1527
Q8N3C0 IPR011991 885 990
Q8N3C0 IPR011991 1722 1824
Q8N3C0 IPR014756 2070 2180
Q8N3C7 IPR000938 255 383
Q8N3C7 IPR000938 470 599
Q8N3C7 IPR000938 601 693
Q8N3C7 IPR020683 84 226
Q8N3D4 IPR001715 1037 1139
Q8N3D4 IPR019448 13 161
Q8N3D4 IPR022735 1363 1499
Q8N3E9 IPR000008 647 786
Q8N3E9 IPR000909 337 483
Q8N3E9 IPR001711 528 644
Q8N3E9 IPR011993 54 181
Q8N3E9 IPR011992 181 335
Q8N3E9 IPR017946 335 657
Q8N3F8 IPR001715 2 108
Q8N3F8 IPR001781 161 225
Q8N3F8 IPR022735 684 815
Q8N3G9 IPR000601 158 226
Q8N3G9 IPR000601 293 334
Q8N3I7 IPR011993 176 212
Q8N3J2 IPR029063 238 366
Q8N3J5 IPR001932 83 353
Q8N3K9 IPR001870 3880 4065
Q8N3K9 IPR013783 3702 3898
Q8N3K9 IPR013320 3900 4062
Q8N3P4 IPR013083 1254 1312
Q8N3P4 IPR011044 165 271
Q8N3P4 IPR011044 305 536
Q8N3P4 IPR015943 157 298
Q8N3P4 IPR025941 614 796
Q8N3R3 IPR027989 188 490
Q8N3R3 IPR028031 25 133
Q8N3T1 IPR000772 491 631
Q8N3T1 IPR029044 171 495
Q8N3T6 IPR031435 51 181
Q8N3T6 IPR031436 894 978
Q8N3T6 IPR031437 438 781
Q8N3U4 IPR013721 158 265
Q8N3U4 IPR016024 176 239
Q8N3U4 IPR016024 271 446
Q8N3U4 IPR016024 609 815
Q8N3U4 IPR020839 293 378
Q8N3X1 IPR001202 212 248
Q8N3X1 IPR001202 591 629
Q8N3Y1 IPR001810 113 202
Q8N3Y1 IPR011047 207 336
Q8N3Y1 IPR011047 383 526
Q8N3Y1 IPR015943 202 388
Q8N3Y1 IPR015943 389 530
Q8N3Y3 IPR029044 100 372
Q8N3Y7 IPR016040 36 297
Q8N3Z0 IPR009003 114 201
Q8N3Z0 IPR009003 243 394
Q8N3Z3 IPR027417 89 282
Q8N3Z6 IPR001878 233 281
Q8N3Z6 IPR001878 302 366
Q8N413 IPR023395 3 286
Q8N423 IPR013783 223 319
Q8N423 IPR013783 323 420
Q8N423 IPR013783 118 220
Q8N423 IPR003599 34 117
Q8N423 IPR003599 230 318
Q8N423 IPR003599 330 419
Q8N423 IPR013783 24 119
Q8N427 IPR012336 1 119
Q8N428 IPR000772 417 555
Q8N428 IPR029044 102 422
Q8N434 IPR020846 35 491
Q8N436 IPR008979 126 296
Q8N436 IPR000834 314 728
Q8N436 IPR008969 643 731
Q8N436 IPR014766 649 736
Q8N441 IPR013783 28 118
Q8N441 IPR013783 146 242
Q8N441 IPR013783 244 362
Q8N441 IPR003599 36 117
Q8N441 IPR003599 157 239
Q8N441 IPR003599 253 356
Q8N441 IPR013098 35 116
Q8N441 IPR013098 160 238
Q8N442 IPR000640 468 575
Q8N442 IPR027417 56 265
Q8N442 IPR009000 229 344
Q8N442 IPR009022 354 433
Q8N442 IPR009022 470 564
Q8N442 IPR013842 558 664
Q8N448 IPR001478 219 327
Q8N448 IPR001478 328 426
Q8N448 IPR001478 440 556
Q8N448 IPR001478 568 686
Q8N448 IPR013083 29 97
Q8N456 IPR032675 29 200
Q8N461 IPR001810 101 182
Q8N461 IPR032675 99 133
Q8N461 IPR032675 195 473
Q8N465 IPR016164 249 517
Q8N465 IPR016166 65 276
Q8N465 IPR016167 58 154
Q8N465 IPR016169 155 276
Q8N465 IPR016171 477 516
Q8N468 IPR020846 18 164
Q8N468 IPR020846 219 262
Q8N468 IPR020846 295 492
Q8N475 IPR011992 141 252
Q8N475 IPR002350 81 135
Q8N475 IPR013783 250 432
Q8N475 IPR003599 255 340
Q8N475 IPR003599 347 431
Q8N475 IPR015943 500 777
Q8N490 IPR001279 120 382
Q8N490 IPR032282 292 380
Q8N4A0 IPR000772 429 577
Q8N4A0 IPR029044 114 433
Q8N4B4 IPR001810 8 67
Q8N4B4 IPR032675 10 368
Q8N4C6 IPR011992 7 84
Q8N4C6 IPR011992 176 252
Q8N4C6 IPR002048 317 352
Q8N4C8 IPR011009 24 290
Q8N4C8 IPR001180 1014 1312
Q8N4F0 IPR017943 216 456
Q8N4F0 IPR017943 22 215
Q8N4F7 IPR013083 224 280
Q8N4G2 IPR027417 6 176
Q8N4H0 IPR032732 7 131
Q8N4N8 IPR001752 210 549
Q8N4N8 IPR027417 185 543
Q8N4P2 IPR011990 20 357
Q8N4P2 IPR011990 395 571
Q8N4P2 IPR013026 11 78
Q8N4P2 IPR013026 154 221
Q8N4P6 IPR032675 138 307
Q8N4P6 IPR032675 471 495
Q8N4Q0 IPR011032 51 178
Q8N4Q0 IPR013149 184 320
Q8N4Q0 IPR016040 151 328
Q8N4Q0 IPR020843 44 367
Q8N4S0 IPR025244 148 236
Q8N4S0 IPR025451 297 449
Q8N4S0 IPR025244 99 150
Q8N4S9 IPR008253 188 367
Q8N4S9 IPR010844 446 548
Q8N4T0 IPR000834 138 436
Q8N4T0 IPR009020 32 127
Q8N4T4 IPR000219 10 214
Q8N4T4 IPR011993 202 334
Q8N4T8 IPR016040 2 234
Q8N4W9 IPR001909 17 98
Q8N4W9 IPR013087 875 897
Q8N4W9 IPR013087 287 316
Q8N4W9 IPR013087 399 428
Q8N4W9 IPR013087 539 568
Q8N4W9 IPR013087 623 652
Q8N4W9 IPR013087 763 792
Q8N4W9 IPR013087 819 848
Q8N4W9 IPR013087 229 260
Q8N4W9 IPR013087 343 372
Q8N4W9 IPR013087 427 456
Q8N4W9 IPR013087 567 596
Q8N4W9 IPR013087 651 680
Q8N4W9 IPR013087 791 820
Q8N4W9 IPR013087 847 875
Q8N4W9 IPR013087 259 288
Q8N4W9 IPR013087 483 512
Q8N4W9 IPR013087 707 736
Q8N4W9 IPR013087 343 372
Q8N4W9 IPR013087 427 456
Q8N4W9 IPR013087 567 596
Q8N4W9 IPR013087 651 680
Q8N4W9 IPR013087 791 820
Q8N4W9 IPR013087 847 875
Q8N4W9 IPR013087 259 288
Q8N4W9 IPR013087 511 540
Q8N4W9 IPR013087 735 764
Q8N4W9 IPR013087 315 344
Q8N4W9 IPR013087 371 400
Q8N4W9 IPR013087 455 484
Q8N4W9 IPR013087 595 624
Q8N4W9 IPR013087 679 708
Q8N4X5 IPR011993 93 279
Q8N4X5 IPR011993 353 449
Q8N4Y2 IPR011992 32 99
Q8N543 IPR005123 48 239
Q8N543 IPR019601 262 540
Q8N554 IPR013087 434 459
Q8N554 IPR013087 494 551
Q8N554 IPR013087 554 582
Q8N554 IPR012934 78 155
Q8N554 IPR013087 465 495
Q8N556 IPR011993 111 251
Q8N556 IPR011993 324 443
Q8N556 IPR011993 11 39
Q8N556 IPR011993 68 84
Q8N567 IPR001878 123 173
Q8N567 IPR001878 179 230
Q8N568 IPR011009 382 659
Q8N568 IPR003533 65 167
Q8N568 IPR003533 189 288
Q8N573 IPR006571 712 874
Q8N573 IPR018392 99 143
Q8N5A5 IPR000467 331 379
Q8N5A5 IPR000571 174 201
Q8N5B7 IPR009057 83 136
Q8N5B7 IPR006634 139 340
Q8N5C6 IPR012340 908 992
Q8N5C6 IPR012337 533 681
Q8N5C6 IPR010994 682 770
Q8N5C6 IPR010994 821 898
Q8N5C6 IPR018974 218 399
Q8N5C6 IPR023097 711 771
Q8N5C6 IPR023097 820 893
Q8N5C6 IPR023319 207 316
Q8N5C6 IPR023323 321 533
Q8N5C6 IPR023323 663 710
Q8N5C7 IPR005636 65 293
Q8N5C8 IPR001876 682 712
Q8N5C8 IPR003892 8 51
Q8N5D6 IPR029044 63 346
Q8N5H7 IPR000980 206 323
Q8N5H7 IPR001895 576 855
Q8N5H7 IPR023578 568 724
Q8N5I2 IPR011021 7 139
Q8N5I2 IPR011022 162 286
Q8N5I2 IPR011022 3 137
Q8N5I2 IPR014756 147 295
Q8N5I2 IPR014756 6 147
Q8N5I4 IPR016040 43 301
Q8N5J2 IPR033979 143 266
Q8N5M1 IPR023335 106 277
Q8N5P1 IPR000571 191 218
Q8N5P1 IPR000571 247 288
Q8N5P1 IPR000571 219 247
Q8N5R6 IPR000008 226 349
Q8N5S1 IPR023395 89 367
Q8N5S9 IPR011009 116 450
Q8N5T2 IPR000195 245 496
Q8N5U6 IPR013083 223 283
Q8N5V2 IPR000219 254 474
Q8N5V2 IPR001452 600 674
Q8N5V2 IPR011993 465 603
Q8N5Y2 IPR016197 3 111
Q8N5Y2 IPR016197 167 192
Q8N5Y2 IPR026541 156 517
Q8N5Y8 IPR012317 77 280
Q8N5Z0 IPR015424 6 423
Q8N5Z0 IPR015421 66 299
Q8N5Z0 IPR015422 300 422
Q8N5Z5 IPR011333 31 132
Q8N608 IPR029058 535 783
Q8N608 IPR002469 67 526
Q8N628 IPR017452 42 291
Q8N635 IPR012340 10 120
Q8N635 IPR012340 148 274
Q8N653 IPR011333 574 602
Q8N653 IPR011333 768 798
Q8N653 IPR015915 113 326
Q8N653 IPR015915 360 417
Q8N653 IPR011333 426 574
Q8N653 IPR011333 663 768
Q8N660 IPR010630 165 257
Q8N660 IPR010630 258 329
Q8N660 IPR010630 330 479
Q8N660 IPR010630 480 572
Q8N660 IPR010630 573 670
Q8N693 IPR009057 113 202
Q8N693 IPR013847 2 19
Q8N693 IPR013847 138 158
Q8N693 IPR013847 173 188
Q8N697 IPR020846 32 128
Q8N697 IPR020846 157 252
Q8N697 IPR020846 305 554
Q8N6C5 IPR013783 317 415
Q8N6C5 IPR013783 418 505
Q8N6C5 IPR013783 683 773
Q8N6C5 IPR013783 1157 1247
Q8N6C5 IPR013783 36 125
Q8N6C5 IPR013783 589 680
Q8N6C5 IPR003599 43 123
Q8N6C5 IPR003599 137 222
Q8N6C5 IPR003599 233 317
Q8N6C5 IPR003599 328 415
Q8N6C5 IPR003599 426 499
Q8N6C5 IPR003599 688 773
Q8N6C5 IPR003599 784 869
Q8N6C5 IPR003599 880 965
Q8N6C5 IPR003599 976 1061
Q8N6C5 IPR003599 1072 1157
Q8N6C5 IPR003599 1168 1247
Q8N6C5 IPR013151 1072 1135
Q8N6C5 IPR013783 128 318
Q8N6C5 IPR013783 776 869
Q8N6C5 IPR013783 965 1062
Q8N6C5 IPR013783 869 966
Q8N6C5 IPR013783 1061 1158
Q8N6C8 IPR013783 224 320
Q8N6C8 IPR013783 324 421
Q8N6C8 IPR013783 122 221
Q8N6C8 IPR003599 34 119
Q8N6C8 IPR003599 231 319
Q8N6C8 IPR003599 331 420
Q8N6C8 IPR013783 25 123
Q8N6D2 IPR013083 14 75
Q8N6D5 IPR020683 14 292
Q8N6F8 IPR029063 30 218
Q8N6G5 IPR029044 269 522
Q8N6G6 IPR013783 861 954
Q8N6G6 IPR013783 1164 1272
Q8N6G6 IPR013783 1284 1384
Q8N6G6 IPR013783 1395 1488
Q8N6G6 IPR003599 884 970
Q8N6G6 IPR003599 1187 1268
Q8N6G6 IPR003599 1293 1371
Q8N6G6 IPR003599 1403 1487
Q8N6G6 IPR010909 1726 1762
Q8N6G6 IPR013098 1197 1266
Q8N6G6 IPR013098 1404 1486
Q8N6K7 IPR013761 1 70
Q8N6L0 IPR011992 33 111
Q8N6L0 IPR028168 158 347
Q8N6M0 IPR003323 147 284
Q8N6M6 IPR014782 243 353
Q8N6M6 IPR014782 386 527
Q8N6M6 IPR016024 672 818
Q8N6M9 IPR000058 7 52
Q8N6M9 IPR000058 85 145
Q8N6N2 IPR011990 56 221
Q8N6N2 IPR013026 135 204
Q8N6N6 IPR016181 19 112
Q8N6P7 IPR013783 5 227
Q8N6P7 IPR015373 119 197
Q8N6Q3 IPR016054 133 208
Q8N6Q3 IPR016054 325 394
Q8N6Q8 IPR029063 154 420
Q8N6R0 IPR029063 15 238
Q8N6R0 IPR029063 370 430
Q8N6R0 IPR029063 465 686
Q8N6S4 IPR020683 114 205
Q8N6T7 IPR029035 3 277
Q8N6W0 IPR012677 18 224
Q8N6W0 IPR012677 392 484
Q8N6Y0 IPR019536 299 362
Q8N6Y1 IPR015919 64 863
Q8N6Y2 IPR000483 163 213
Q8N6Y2 IPR000483 350 401
Q8N6Y2 IPR032675 53 205
Q8N6Y2 IPR032675 236 389
Q8N720 IPR013087 240 268
Q8N720 IPR013087 294 326
Q8N720 IPR013087 329 362
Q8N720 IPR013087 269 293
Q8N720 IPR013087 435 463
Q8N720 IPR013087 464 489
Q8N720 IPR013087 210 241
Q8N720 IPR013087 377 435
Q8N743 IPR013783 218 317
Q8N743 IPR003599 34 118
Q8N743 IPR003599 129 218
Q8N743 IPR003599 229 325
Q8N743 IPR013151 33 108
Q8N743 IPR013151 228 304
Q8N743 IPR013783 23 119
Q8N743 IPR013783 118 219
Q8N752 IPR011009 13 299
Q8N766 IPR027295 28 226
Q8N766 IPR011678 787 992
Q8N7B1 IPR003511 24 237
Q8N7B9 IPR011992 35 118
Q8N7C0 IPR000372 25 57
Q8N7C0 IPR032675 24 225
Q8N7C7 IPR013083 254 302
Q8N7C7 IPR003137 99 162
Q8N7E2 IPR013083 57 104
Q8N7E2 IPR007087 112 143
Q8N7M2 IPR001909 68 146
Q8N7M2 IPR013087 515 544
Q8N7M2 IPR013087 235 264
Q8N7M2 IPR013087 374 404
Q8N7M2 IPR013087 188 208
Q8N7M2 IPR013087 624 647
Q8N7M2 IPR013087 648 663
Q8N7M2 IPR013087 291 318
Q8N7M2 IPR013087 543 572
Q8N7M2 IPR013087 403 432
Q8N7M2 IPR013087 459 486
Q8N7M2 IPR013087 599 626
Q8N7M2 IPR013087 207 236
Q8N7M2 IPR013087 291 318
Q8N7M2 IPR013087 543 572
Q8N7M2 IPR013087 403 432
Q8N7M2 IPR013087 486 516
Q8N7M2 IPR013087 207 236
Q8N7M2 IPR013087 316 374
Q8N7M2 IPR013087 263 291
Q8N7M2 IPR013087 431 459
Q8N7M2 IPR013087 571 599
Q8N7Q3 IPR001909 1 43
Q8N7Q3 IPR013087 449 478
Q8N7Q3 IPR013087 505 534
Q8N7Q3 IPR013087 561 588
Q8N7Q3 IPR013087 281 310
Q8N7Q3 IPR013087 393 422
Q8N7Q3 IPR013087 111 143
Q8N7Q3 IPR013087 144 170
Q8N7Q3 IPR013087 533 561
Q8N7Q3 IPR013087 309 338
Q8N7Q3 IPR013087 421 450
Q8N7Q3 IPR013087 477 506
Q8N7Q3 IPR013087 197 226
Q8N7Q3 IPR013087 253 282
Q8N7Q3 IPR013087 365 394
Q8N7Q3 IPR013087 533 561
Q8N7Q3 IPR013087 309 338
Q8N7Q3 IPR013087 421 450
Q8N7Q3 IPR013087 477 506
Q8N7Q3 IPR013087 197 226
Q8N7Q3 IPR013087 225 254
Q8N7Q3 IPR013087 337 366
Q8N7Q3 IPR013087 169 198
Q8N7S2 IPR001623 11 138
Q8N7U6 IPR011992 554 632
Q8N7U6 IPR011992 757 817
Q8N7W2 IPR018379 287 393
Q8N7X0 IPR001300 56 652
Q8N7X0 IPR012292 784 869
Q8N7Z5 IPR020683 481 601
Q8N7Z5 IPR020683 1148 1279
Q8N807 IPR012336 40 153
Q8N807 IPR012336 158 501
Q8N815 IPR006671 112 178
Q8N815 IPR013763 23 178
Q8N823 IPR001909 17 97
Q8N823 IPR013087 678 705
Q8N823 IPR013087 622 651
Q8N823 IPR013087 229 260
Q8N823 IPR013087 343 371
Q8N823 IPR013087 454 483
Q8N823 IPR013087 650 678
Q8N823 IPR013087 287 316
Q8N823 IPR013087 510 539
Q8N823 IPR013087 370 399
Q8N823 IPR013087 426 455
Q8N823 IPR013087 566 595
Q8N823 IPR013087 650 678
Q8N823 IPR013087 287 316
Q8N823 IPR013087 510 539
Q8N823 IPR013087 370 399
Q8N823 IPR013087 594 623
Q8N823 IPR013087 259 288
Q8N823 IPR013087 398 427
Q8N823 IPR013087 482 511
Q8N823 IPR013087 538 567
Q8N823 IPR013087 315 345
Q8N878 IPR000299 54 369
Q8N878 IPR011993 257 387
Q8N878 IPR014352 144 264
Q8N878 IPR029071 54 148
Q8N878 IPR019749 50 264
Q8N883 IPR001909 2 79
Q8N883 IPR013087 511 566
Q8N883 IPR013087 343 371
Q8N883 IPR013087 455 482
Q8N883 IPR013087 202 232
Q8N883 IPR013087 262 288
Q8N883 IPR013087 315 344
Q8N883 IPR013087 371 426
Q8N883 IPR013087 482 511
Q8N883 IPR013087 315 344
Q8N883 IPR013087 371 426
Q8N883 IPR013087 482 511
Q8N883 IPR013087 426 455
Q8N883 IPR013087 287 316
Q8N884 IPR024810 213 513
Q8N895 IPR013087 365 556
Q8N895 IPR013087 250 364
Q8N8A6 IPR001650 491 640
Q8N8A6 IPR014001 217 464
Q8N8A6 IPR027417 192 624
Q8N8B7 IPR003618 154 289
Q8N8B7 IPR017923 1 90
Q8N8E2 IPR013087 444 494
Q8N8E2 IPR013087 150 178
Q8N8E2 IPR013087 388 417
Q8N8E2 IPR013087 178 233
Q8N8E2 IPR013087 416 444
Q8N8E2 IPR013087 359 389
Q8N8E2 IPR013087 416 444
Q8N8E3 IPR027831 13 98
Q8N8F6 IPR006977 120 257
Q8N8J6 IPR001909 1 79
Q8N8J6 IPR013087 203 259
Q8N8J6 IPR013087 512 541
Q8N8J6 IPR013087 624 651
Q8N8J6 IPR013087 652 680
Q8N8J6 IPR013087 540 569
Q8N8J6 IPR013087 680 731
Q8N8J6 IPR013087 258 289
Q8N8J6 IPR013087 342 399
Q8N8J6 IPR013087 428 457
Q8N8J6 IPR013087 484 513
Q8N8J6 IPR013087 596 624
Q8N8J6 IPR013087 540 569
Q8N8J6 IPR013087 258 289
Q8N8J6 IPR013087 399 429
Q8N8J6 IPR013087 456 485
Q8N8J6 IPR013087 288 343
Q8N8J6 IPR013087 568 597
Q8N8J7 IPR027953 73 131
Q8N8M0 IPR016181 53 188
Q8N8R7 IPR029264 147 248
Q8N8U3 IPR001878 439 465
Q8N8U3 IPR032549 235 318
Q8N8U9 IPR001007 164 225
Q8N8U9 IPR001007 299 358
Q8N8U9 IPR001007 50 105
Q8N8U9 IPR001007 108 163
Q8N8U9 IPR001007 238 289
Q8N8U9 IPR001846 355 574
Q8N8U9 IPR002919 626 683
Q8N8U9 IPR014853 553 625
Q8N8V2 IPR003191 283 581
Q8N8V2 IPR015894 19 280
Q8N8V2 IPR027417 4 281
Q8N8W4 IPR016035 15 274
Q8N945 IPR006797 1 187
Q8N957 IPR013783 268 369
Q8N957 IPR020683 133 199
Q8N957 IPR020683 369 393
Q8N960 IPR000008 10 142
Q8N960 IPR000008 529 564
Q8N960 IPR022136 118 340
Q8N961 IPR011333 837 947
Q8N961 IPR009072 63 188
Q8N961 IPR009072 190 300
Q8N961 IPR020683 496 672
Q8N967 IPR000372 38 72
Q8N967 IPR000483 198 251
Q8N967 IPR032675 50 249
Q8N9B4 IPR020683 17 335
Q8N9B5 IPR003124 921 938
Q8N9B5 IPR031738 229 582
Q8N9B5 IPR031808 6 55
Q8N9C0 IPR013783 67 160
Q8N9C0 IPR013783 232 509
Q8N9C0 IPR013783 603 898
Q8N9C0 IPR003599 73 158
Q8N9C0 IPR003599 240 324
Q8N9C0 IPR003599 334 415
Q8N9C0 IPR003599 425 510
Q8N9C0 IPR003599 520 599
Q8N9C0 IPR003599 614 698
Q8N9C0 IPR013098 67 156
Q8N9C0 IPR013098 236 315
Q8N9C0 IPR013098 329 413
Q8N9C0 IPR013098 420 495
Q8N9C0 IPR013098 615 697
Q8N9C0 IPR013783 514 604
Q8N9F8 IPR001909 8 84
Q8N9F8 IPR013087 178 205
Q8N9F8 IPR013087 496 522
Q8N9F8 IPR013087 328 357
Q8N9F8 IPR013087 440 469
Q8N9F8 IPR013087 356 384
Q8N9F8 IPR013087 411 441
Q8N9F8 IPR013087 468 496
Q8N9F8 IPR013087 214 244
Q8N9F8 IPR013087 271 301
Q8N9F8 IPR013087 356 384
Q8N9F8 IPR013087 468 496
Q8N9F8 IPR013087 244 271
Q8N9F8 IPR013087 300 329
Q8N9F8 IPR013087 384 411
Q8N9H8 IPR012337 359 580
Q8N9H8 IPR002782 631 733
Q8N9I0 IPR000008 262 407
Q8N9I0 IPR001565 158 171
Q8N9I0 IPR001565 213 228
Q8N9I0 IPR001565 233 243
Q8N9I0 IPR000008 130 262
Q8N9I0 IPR001565 143 158
Q8N9K5 IPR001909 40 117
Q8N9K5 IPR013087 207 236
Q8N9K5 IPR013087 375 404
Q8N9K5 IPR013087 515 539
Q8N9K5 IPR013087 235 264
Q8N9K5 IPR013087 291 320
Q8N9K5 IPR013087 347 376
Q8N9K5 IPR013087 403 432
Q8N9K5 IPR013087 459 488
Q8N9K5 IPR013087 235 264
Q8N9K5 IPR013087 319 348
Q8N9K5 IPR013087 403 432
Q8N9K5 IPR013087 487 516
Q8N9K5 IPR013087 263 292
Q8N9K5 IPR013087 431 460
Q8N9L9 IPR006862 17 140
